init_time,finish_time,timestamp_1,timestamp_2,inter_time
18000000000,18180000000,18015133232,18018566076,3
18000000000,18180000000,18018566076,18019286115,0
18000000000,18180000000,18019286115,18019301580,0
18000000000,18180000000,18019301580,18019303989,0
18000000000,18180000000,18019303989,18031391031,12
18000000000,18180000000,18031391031,18031405379,0
18000000000,18180000000,18031405379,18031415770,0
18000000000,18180000000,18031415770,18031418200,0
18000000000,18180000000,18031418200,18042802558,11
18000000000,18180000000,18042802558,18051385290,8
18000000000,18180000000,18051385290,18055626077,4
18000000000,18180000000,18055626077,18056889950,1
18000000000,18180000000,18056889950,18056889951,0
18000000000,18180000000,18056889951,18068080317,11
18000000000,18180000000,18068080317,18069403773,1
18000000000,18180000000,18069403773,18069403774,0
18000000000,18180000000,18069403774,18069403775,0
18000000000,18180000000,18069403775,18074685704,5
18000000000,18180000000,18074685704,18082106866,7
18000000000,18180000000,18082106866,18084946724,2
18000000000,18180000000,18084946724,18086629443,1
18000000000,18180000000,18086629443,18088358624,1
18000000000,18180000000,18088358624,18093464104,5
18000000000,18180000000,18093464104,18093475007,0
18000000000,18180000000,18093475007,18094921879,1
18000000000,18180000000,18094921879,18094922299,0
18000000000,18180000000,18094922299,18094922300,0
18000000000,18180000000,18094922300,18097024402,2
18000000000,18180000000,18097024402,18097029637,0
18000000000,18180000000,18097029637,18097756769,0
18000000000,18180000000,18097756769,18102645775,4
18000000000,18180000000,18102645775,18112511017,9
18000000000,18180000000,18112511017,18117344594,4
18000000000,18180000000,18117344594,18121654116,4
18000000000,18180000000,18121654116,18122583982,0
18000000000,18180000000,18122583982,18123351612,0
18000000000,18180000000,18123351612,18123361963,0
18000000000,18180000000,18123361963,18124190598,0
18000000000,18180000000,18124190598,18130084180,5
18000000000,18180000000,18130084180,18130100823,0
18000000000,18180000000,18130100823,18150472280,20
18180000000,18360000000,18150472280,18206066969,55
18180000000,18360000000,18206066969,18206078986,0
18180000000,18360000000,18206078986,18221383617,15
18180000000,18360000000,18221383617,18222295450,0
18180000000,18360000000,18222295450,18223619189,1
18180000000,18360000000,18223619189,18242335890,18
18180000000,18360000000,18242335890,18242354460,0
18180000000,18360000000,18242354460,18244692760,2
18180000000,18360000000,18244692760,18244724234,0
18180000000,18360000000,18244724234,18246889871,2
18180000000,18360000000,18246889871,18248501618,1
18180000000,18360000000,18248501618,18249297760,0
18180000000,18360000000,18249297760,18254539050,5
18180000000,18360000000,18254539050,18254549534,0
18180000000,18360000000,18254549534,18256341826,1
18180000000,18360000000,18256341826,18257339617,0
18180000000,18360000000,18257339617,18279814842,22
18180000000,18360000000,18279814842,18279817468,0
18180000000,18360000000,18279817468,18282185315,2
18180000000,18360000000,18282185315,18291733882,9
18180000000,18360000000,18291733882,18311790461,20
18180000000,18360000000,18311790461,18311795207,0
18180000000,18360000000,18311795207,18313231265,1
18180000000,18360000000,18313231265,18316394338,3
18180000000,18360000000,18316394338,18317119535,0
18180000000,18360000000,18317119535,18339998185,22
18180000000,18360000000,18339998185,18340000973,0
18180000000,18360000000,18340000973,18349079811,9
18360000000,18540000000,18349079811,18370505401,21
18360000000,18540000000,18370505401,18375493126,4
18360000000,18540000000,18375493126,18376977360,1
18360000000,18540000000,18376977360,18376977361,0
18360000000,18540000000,18376977361,18376977362,0
18360000000,18540000000,18376977362,18376994993,0
18360000000,18540000000,18376994993,18387729788,10
18360000000,18540000000,18387729788,18391424887,3
18360000000,18540000000,18391424887,18391424888,0
18360000000,18540000000,18391424888,18393579011,2
18360000000,18540000000,18393579011,18398905271,5
18360000000,18540000000,18398905271,18423612132,24
18360000000,18540000000,18423612132,18435533120,11
18360000000,18540000000,18435533120,18436416856,0
18360000000,18540000000,18436416856,18436422705,0
18360000000,18540000000,18436422705,18447534191,11
18360000000,18540000000,18447534191,18448907606,1
18360000000,18540000000,18448907606,18460379632,11
18360000000,18540000000,18460379632,18460400577,0
18360000000,18540000000,18460400577,18464305403,3
18360000000,18540000000,18464305403,18465054839,0
18360000000,18540000000,18465054839,18472656504,7
18360000000,18540000000,18472656504,18472661050,0
18360000000,18540000000,18472661050,18472672463,0
18360000000,18540000000,18472672463,18485021976,12
18360000000,18540000000,18485021976,18487135036,2
18360000000,18540000000,18487135036,18497179812,10
18540000000,18720000000,18497179812,18544586795,47
18540000000,18720000000,18544586795,18544608392,0
18540000000,18720000000,18544608392,18546023526,1
18540000000,18720000000,18546023526,18546023527,0
18540000000,18720000000,18546023527,18546023528,0
18540000000,18720000000,18546023528,18554891520,8
18540000000,18720000000,18554891520,18568426794,13
18540000000,18720000000,18568426794,18569841660,1
18540000000,18720000000,18569841660,18569841661,0
18540000000,18720000000,18569841661,18582613356,12
18540000000,18720000000,18582613356,18590246968,7
18540000000,18720000000,18590246968,18606105504,15
18540000000,18720000000,18606105504,18607827305,1
18540000000,18720000000,18607827305,18615722114,7
18540000000,18720000000,18615722114,18617204739,1
18540000000,18720000000,18617204739,18618271004,1
18540000000,18720000000,18618271004,18626318504,8
18540000000,18720000000,18626318504,18627055941,0
18540000000,18720000000,18627055941,18640148090,13
18540000000,18720000000,18640148090,18647792385,7
18540000000,18720000000,18647792385,18649948683,2
18540000000,18720000000,18649948683,18651848482,1
18540000000,18720000000,18651848482,18653292351,1
18540000000,18720000000,18653292351,18656894840,3
18540000000,18720000000,18656894840,18656900080,0
18540000000,18720000000,18656900080,18656904839,0
18540000000,18720000000,18656904839,18658219686,1
18540000000,18720000000,18658219686,18668999894,10
18540000000,18720000000,18668999894,18671029193,2
18540000000,18720000000,18671029193,18681060374,10
18540000000,18720000000,18681060374,18681066716,0
18540000000,18720000000,18681066716,18682576026,1
18540000000,18720000000,18682576026,18682576027,0
18540000000,18720000000,18682576027,18687037199,4
18540000000,18720000000,18687037199,18693350133,6
18540000000,18720000000,18693350133,18693355347,0
18540000000,18720000000,18693355347,18693357614,0
18540000000,18720000000,18693357614,18697965919,4
18540000000,18720000000,18697965919,18706573418,8
18540000000,18720000000,18706573418,18706577512,0
18540000000,18720000000,18706577512,18706580237,0
18540000000,18720000000,18706580237,18706582551,0
18540000000,18720000000,18706582551,18708037682,1
18540000000,18720000000,18708037682,18708037683,0
18540000000,18720000000,18708037683,18708037684,0
18540000000,18720000000,18708037684,18713445661,5
18540000000,18720000000,18713445661,18718796005,5
18720000000,18900000000,18718796005,18720259628,1
18720000000,18900000000,18720259628,18721648222,1
18720000000,18900000000,18721648222,18724118412,2
18720000000,18900000000,18724118412,18726430059,2
18720000000,18900000000,18726430059,18729812512,3
18720000000,18900000000,18729812512,18731401514,1
18720000000,18900000000,18731401514,18731405373,0
18720000000,18900000000,18731405373,18731407456,0
18720000000,18900000000,18731407456,18732163187,0
18720000000,18900000000,18732163187,18732874021,0
18720000000,18900000000,18732874021,18732874022,0
18720000000,18900000000,18732874022,18735109930,2
18720000000,18900000000,18735109930,18743773999,8
18720000000,18900000000,18743773999,18745647760,1
18720000000,18900000000,18745647760,18745647761,0
18720000000,18900000000,18745647761,18755899414,10
18720000000,18900000000,18755899414,18755906136,0
18720000000,18900000000,18755906136,18755911316,0
18720000000,18900000000,18755911316,18755915641,0
18720000000,18900000000,18755915641,18758784217,2
18720000000,18900000000,18758784217,18759855233,1
18720000000,18900000000,18759855233,18759855363,0
18720000000,18900000000,18759855363,18759855396,0
18720000000,18900000000,18759855396,18762008979,2
18720000000,18900000000,18762008979,18769650198,7
18720000000,18900000000,18769650198,18769668447,0
18720000000,18900000000,18769668447,18769672211,0
18720000000,18900000000,18769672211,18769675910,0
18720000000,18900000000,18769675910,18772144920,2
18720000000,18900000000,18772144920,18775811975,3
18720000000,18900000000,18775811975,18779673183,3
18720000000,18900000000,18779673183,18781467193,1
18720000000,18900000000,18781467193,18782204785,0
18720000000,18900000000,18782204785,18782210877,0
18720000000,18900000000,18782210877,18782225489,0
18720000000,18900000000,18782225489,18785909167,3
18720000000,18900000000,18785909167,18785909297,0
18720000000,18900000000,18785909297,18785909298,0
18720000000,18900000000,18785909298,18785909367,0
18720000000,18900000000,18785909367,18788245261,2
18720000000,18900000000,18788245261,18788976985,0
18720000000,18900000000,18788976985,18790450193,1
18720000000,18900000000,18790450193,18794469632,4
18720000000,18900000000,18794469632,18794478396,0
18720000000,18900000000,18794478396,18794482723,0
18720000000,18900000000,18794482723,18794496809,0
18720000000,18900000000,18794496809,18797562896,3
18720000000,18900000000,18797562896,18797562960,0
18720000000,18900000000,18797562960,18797563053,0
18720000000,18900000000,18797563053,18797563092,0
18720000000,18900000000,18797563092,18798644061,1
18720000000,18900000000,18798644061,18800252085,1
18720000000,18900000000,18800252085,18801045134,0
18720000000,18900000000,18801045134,18801051195,0
18720000000,18900000000,18801051195,18803557004,2
18720000000,18900000000,18803557004,18806346819,2
18720000000,18900000000,18806346819,18806365194,0
18720000000,18900000000,18806365194,18806427270,0
18720000000,18900000000,18806427270,18807908834,1
18720000000,18900000000,18807908834,18808657541,0
18720000000,18900000000,18808657541,18810119464,1
18720000000,18900000000,18810119464,18814000284,3
18720000000,18900000000,18814000284,18816145763,2
18720000000,18900000000,18816145763,18816854007,0
18720000000,18900000000,18816854007,18818463281,1
18720000000,18900000000,18818463281,18818469657,0
18720000000,18900000000,18818469657,18818475000,0
18720000000,18900000000,18818475000,18818487140,0
18720000000,18900000000,18818487140,18819213047,0
18720000000,18900000000,18819213047,18820716493,1
18720000000,18900000000,18820716493,18820735981,0
18720000000,18900000000,18820735981,18821442514,0
18720000000,18900000000,18821442514,18821442560,0
18720000000,18900000000,18821442560,18821442561,0
18720000000,18900000000,18821442561,18822264681,0
18720000000,18900000000,18822264681,18823734193,1
18720000000,18900000000,18823734193,18827620064,3
18720000000,18900000000,18827620064,18831490990,3
18720000000,18900000000,18831490990,18831504922,0
18720000000,18900000000,18831504922,18842559690,11
18720000000,18900000000,18842559690,18844204216,1
18720000000,18900000000,18844204216,18844210861,0
18720000000,18900000000,18844210861,18844213293,0
18720000000,18900000000,18844213293,18844215724,0
18720000000,18900000000,18844215724,18846994632,2
18720000000,18900000000,18846994632,18846994633,0
18720000000,18900000000,18846994633,18846994730,0
18720000000,18900000000,18846994730,18847911532,0
18720000000,18900000000,18847911532,18851353056,3
18720000000,18900000000,18851353056,18857251966,5
18720000000,18900000000,18857251966,18858729637,1
18720000000,18900000000,18858729637,18858729638,0
18720000000,18900000000,18858729638,18859640389,0
18720000000,18900000000,18859640389,18859657837,0
18720000000,18900000000,18859657837,18860383863,0
18720000000,18900000000,18860383863,18860403788,0
18720000000,18900000000,18860403788,18862697319,2
18720000000,18900000000,18862697319,18869739832,7
18720000000,18900000000,18869739832,18869747907,0
18720000000,18900000000,18869747907,18869752560,0
18720000000,18900000000,18869752560,18869756621,0
18720000000,18900000000,18869756621,18869763750,0
18720000000,18900000000,18869763750,18872824807,3
18720000000,18900000000,18872824807,18872824851,0
18720000000,18900000000,18872824851,18872824884,0
18720000000,18900000000,18872824884,18872824885,0
18720000000,18900000000,18872824885,18880102366,7
18720000000,18900000000,18880102366,18881631615,1
18720000000,18900000000,18881631615,18883564696,1
18720000000,18900000000,18883564696,18883569748,0
18720000000,18900000000,18883569748,18883572222,0
18720000000,18900000000,18883572222,18883574057,0
18720000000,18900000000,18883574057,18887119399,3
18720000000,18900000000,18887119399,18892273435,5
18720000000,18900000000,18892273435,18893009932,0
18720000000,18900000000,18893009932,18895348630,2
18720000000,18900000000,18895348630,18896786064,1
18720000000,18900000000,18896786064,18897607859,0
18900000000,19080000000,18897607859,18901824384,4
18900000000,19080000000,18901824384,18904976398,3
18900000000,19080000000,18904976398,18906429737,1
18900000000,19080000000,18906429737,18908678245,2
18900000000,19080000000,18908678245,18910919099,2
18900000000,19080000000,18910919099,18913647582,2
18900000000,19080000000,18913647582,18919029420,5
18900000000,19080000000,18919029420,18930963400,11
18900000000,19080000000,18930963400,18930978303,0
18900000000,19080000000,18930978303,18930981381,0
18900000000,19080000000,18930981381,18930987828,0
18900000000,19080000000,18930987828,18932425608,1
18900000000,19080000000,18932425608,18932425692,0
18900000000,19080000000,18932425692,18932425693,0
18900000000,19080000000,18932425693,18933401894,0
18900000000,19080000000,18933401894,18940748633,7
18900000000,19080000000,18940748633,18957323194,16
18900000000,19080000000,18957323194,18958892361,1
18900000000,19080000000,18958892361,18959739346,0
18900000000,19080000000,18959739346,18962920666,3
18900000000,19080000000,18962920666,18969676135,6
18900000000,19080000000,18969676135,18969682763,0
18900000000,19080000000,18969682763,18969685808,0
18900000000,19080000000,18969685808,18969687990,0
18900000000,19080000000,18969687990,18971940488,2
18900000000,19080000000,18971940488,18981864712,9
18900000000,19080000000,18981864712,18988577398,6
18900000000,19080000000,18988577398,18989969520,1
18900000000,19080000000,18989969520,18994334527,4
18900000000,19080000000,18994334527,18997494921,3
18900000000,19080000000,18997494921,18998549966,1
18900000000,19080000000,18998549966,19004993966,6
18900000000,19080000000,19004993966,19007073942,2
18900000000,19080000000,19007073942,19007078686,0
18900000000,19080000000,19007078686,19008456889,1
18900000000,19080000000,19008456889,19009142381,0
18900000000,19080000000,19009142381,19009142382,0
18900000000,19080000000,19009142382,19019887424,10
18900000000,19080000000,19019887424,19021166655,1
18900000000,19080000000,19021166655,19021927028,0
18900000000,19080000000,19021927028,19031347540,9
18900000000,19080000000,19031347540,19032147140,0
18900000000,19080000000,19032147140,19032152302,0
18900000000,19080000000,19032152302,19032159642,0
18900000000,19080000000,19032159642,19033566725,1
18900000000,19080000000,19033566725,19035036841,1
18900000000,19080000000,19035036841,19035036877,0
18900000000,19080000000,19035036877,19035036878,0
